DATOS,PAÍS,ODS,INDICADOR ODS,TIPO DE FUENTE,FUENTE,MÉTODO DE RECOLECCIÓN,OBJETIVO DE LOS DATOS,LEGISLACIÓN RECOLECCIÓN,LEGISLACIÓN CONFIDENCIALIDAD,LEGISLACIÓN RESTRICCIÓN DE COMERCIALIZACIÓN,VARIABLES,INFORMACIÓN GENERADA,DESAGREGACIÓN GEOGRÁFICA,DISPONIBLE EN LÍNEA,FORMATO,DISPONIBLE EN,FECHA DE CONSULTA,"PERIODICIDAD DE 
 DIFUSIÓN",ÚLTIMA PUBLICACIÓN,CATEGORIAS USUARIOS,USUARIOS DE LA INFORMACIÓN,OBSERVACIONES,CONSULTADO EN
ESTADÍSTICA SOBRE UVR,COLOMBIA,8 TRABAJO DECENTE Y CRECIMIENTO ECONÓMICO,,SECTOR PÚBLICO,BANCO DE LA REPÚBLICA DE COLOMBIA,MÚLTIPLES FUENTES,Calcular el valor diario de la UVR desde el día 16 del mes en curso hasta el 15 del siguiente mes,,,,UVR del día 15 del mes en curso*Variación mensual del IPC total nacional},Valores diarios del mes,Nacional,SI,XLS,https://www.banrep.gov.co/es/uvr,29/09/2016,Diaria,2016,,Publico general,,http://www.banrep.gov.co/
ESTADISTICA SOBRE VACANTES DEL SECTOR PÚBLICO,COLOMBIA,8 TRABAJO DECENTE Y CRECIMIENTO ECONÓMICO,,SECTOR PÚBLICO,DEPARTAMENTO ADMINISTRATIVO DE LA FUNCIÓN PÚBLICA (DAFP),CENSO,cuantificar los empleos de carrera que se encuentren en vacancia definitiva,,,,Número de Contratos*Número de Vacantes,Vacantes Definitivas en el orden nacional y territorial,Nacional*Municipal,SI,pdf,https://www.funcionpublica.gov.co/documents/418537/506925/2015_300_Informe_PAV_2013.pdf/73be00c0-1f0d-45ef-a329-dfff79e44e0e,29/09/2016,Anual,2013,,"* La misma entidad: Dirección de Empelo Público - Dirección DAFP 
 • Vicepresidencia
 • Ministerio de Justicia
 • Ministerio de Defensa
 • Ministerio del interior
 • Cancillería
 • Ministerio de Hacienda y Crédito Público
 • Ministerio de Minas Y Energía
 • Ministerio de Comercio
 • Min de Tecnologías de la Información y las Comunicaciones TIC
 • Ministerio de Cultura
 • Ministerio de Agricultura
 • Ministerio de Ambiente
 • Ministerio de Transporte
 • Ministerio de Vivienda
 • Ministerio de Educación
 • Ministerio de Trabajo
 • Ministerio de Salud
 • Departamento Nacional de Planeación DNP
 • Departamento Administrativo Nacional de Estadística DANE
 • Departamento de la Prosperidad Social
 • Policía Nacional
 • El Departamento Administrativo del Deporte * la Recreación * la Actividad Física y el Aprovechamiento del Tiempo Libre – COLDEPORTES - 
 • Departamento Administrativo de Ciencia * Tecnología e Innovación * Colciencias
 • Procuraduría General de la Nación
 • Contraloría General de la Republica
 • Escuela Superior de Administración Pública
 • Colombia Compra Eficiente
 • Portal Gobierno en Línea
 * Público en General
 * Academía",,https://www.funcionpublica.gov.co/
ESTADÍSTICA VITALES (EEVV),COLOMBIA,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADÍSTICA (DANE),REGISTRO ADMINISTRATIVO,"Producir la información estadística de los nacimientos y las defunciones, ocurridos en el
 Territorio Nacional",,,,Nacimientos y Defunciones,Nacimientos*Defunciones fetales*Defunciones no fetales,Nacional*Departamental*Municipal,SI,XLS,http://formularios.dane.gov.co/Anda_4_1/index.php/catalog/377,11/08/2016,Cuatrienal,2013,,Direcciones técnicas y direcciones territoriales del DANE * Ministerio de Salud * Departamento Nacional de Planeación DNP * Instituto Nacional de Salud INS * Direcciones Departamentales y Distritales de Salud * Organización Panamericana de la Salud - OMS/OPS.,,http://www.aunap.gov.co/
ESTADÍSTICAS A PARTIR DE AVISOS A LOS NAVEGANTES,COLOMBIA,14 VIDA SUBMARINA,,SECTOR PÚBLICO,DIRECCIÓN GENERAL MARÍTIMA (DIMAR),REGISTRO ADMINISTRATIVO,Suministrar información sobre la seguridad de la navegación por medio de avisos a los navegantes emitidos por Dirección General Marítima,,,,Número de aviso*Fecha de aviso*zona geográfica*tipo,número de avisos a los navegantes emitidos por periodo de tiempo,Nacional*Regional,NO,,DIRECCIÓN GENERAL MARÍTIMA (DIMAR),29/09/2016,Semestral,,,"-ministerio de transporte
 -ministerio de comercio * industria y turismo
  -alcaldías municipales
 -gobernaciones
 -departamentos costeros
 -agencia nacional de infraestructura (ani)
 -departamento nacional de planeacion (dnp)
 -consultores en general
 -gremio marítimo
 -sociedades portuarias
 -navieras
 -empresas de transporte
 -cormagdalena
 -veleros
 -clubes náuticos
 -empresas de actividad pesquera",,https://www.dimar.mil.co/
ESTADÍSTICAS A PARTIR DE LA DISPONIBILIDAD DE AYUDAS A LA NAVEGACIÓN PARA PRESTAR SERVICIOS,COLOMBIA,14 VIDA SUBMARINA,,SECTOR PÚBLICO,DIRECCIÓN GENERAL MARÍTIMA (DIMAR),REGISTRO ADMINISTRATIVO,"Conocer la disponibilidad de las ayudas a la navegación en puertos públicos nacionales (faros, boyas, balizas, enfilaciones y señal especial)",,,,Ubicación geográfica*fecha de instalación*estado de la ayuda*horas disponibles mensuales* tipo de ayuda de navegación,Indicador de disponibilidad de las ayudas * cantidad de ayuda de navegación por desagregación geográfica,Nacional*Regional,NO,,DIRECCIÓN GENERAL MARÍTIMA (DIMAR),10/10/2016,Semestral,,,"-instituto de hidrología * meteorología y estudios ambientales (ideam)
 -sociedades portuarias
 -navieras
 -ministerio de comercio * industria y turismo 
 -ministerio de transporte
 -cormagdalena
 -veleros
 -clubes náuticos
 -empresas de actividad pesquera",,https://www.dimar.mil.co/
ESTADISTICAS DE EMISIÓN DE ALERTAS SANITARIAS,COLOMBIA,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS Y ALIMENTOS (INVIMA),REGISTRO ADMINISTRATIVO,"Consolidar la información de alertas sanitarias de alimentos; medicamentos, dispositivos y cosméticos",,,,Categoría farmacológica*mes y fecha de reporte*agencia sanitaria o laboratorio que emite la alerta*nombre del medicamento*alerta generada*link de la agencia,Comunicados de Alertas sanitaria (Comunicados donde se le informa sobre una situación de riesgo potencial para la salud de la población o de trascendencia social),Nacional,SI,PDF,https://www.invima.gov.co/images/pdf/tramites-y-servicios/cifras/invima_cifras_ultimo_actualizado_3.pdf,14/09/2016,No aplica,2016,,Entidades Internacionales (Entes homologos al INVIMA de otros paises); Min. Salud y Protección Social; Público en General (Ciudadania),,https://www.invima.gov.co
ESTADÍSTICAS DE ACCIDENTES DE TRÁNSITO,COLOMBIA,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,MINISTERIO DE TRANSPORTE,REGISTRO ADMINISTRATIVO,"Generar información estadística sobre la accidentalidad, las causas probables, los puntos críticos, con el fin de diseñar políticas que disminuyan la accidentalidad vial en Colombia y generar normas preventivas.",,,,Gravedad*tipo de accidente*clase de accidente*localidad*hipótesis*fecha,Accidentes relacionados con alcohol*cantidad de heridos,Municipal*Localidad,SI,PDF,https://www.mintransporte.gov.co/descargar.php?idFile=14090,23/09/2016,Anual,2015,,"-Policía Nacional
 -Ministerio de salud
 -Ministerio de Trasnporte
 -Público en general",,https://www.mintransporte.gov.co
ESTADÍSTICAS DE ACCIDENTES DE TRÁNSITO EN CARRETERAS NACIONALES,COLOMBIA,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,POLICÍA NACIONAL DE COLOMBIA,REGISTRO ADMINISTRATIVO,"Realizar la medición estadística y análisis de los accidentes con victimas y solo daños, para promover la reducción de las accidentalidad vial",,,,Datos ubicación*clase de accidente (choque*atropello*volcamiento*caída de ocupante*incendio*otro)*choque con (vehículo*tren semoviente*objeto fijo)*clase de objeto fijo*Características del lugar (área*sector*zona*diseño*condición climática)*características de la vía*gravedad victima*condición victima*sexo*nacionalidad*edad*profesión*nivel académico*clase de vehículo*clase de servicio*modalidad de transporte*radio de acción*tiempo cronológico*hipótesis,Accidentalidad nacional muertes y lesionados*Principales ciudades en accidentalidad*accidentalidad interna de policía nacional*tasa de muertes por 100000 habitantes*tasa de lesionados por 100000 habitantes,Nacional*Regional*Área metropolitana*Departamental*Municipal,SI,PDF,http://oasportal.policia.gov.co/imagenes_ponal/dijin/observatorio/src/006.pdf,26/09/2016,Anual,2016,,"-Policia Nacional de Colombia (DITRA)
 -Academia
 -Presidencia y Vicepresidencia de la Republica
 -Congreso de la Republica",,http://oasportal.policia.gov.co
ESTADÍSTICAS DE ADOLESCENTES QUE REINCIDEN EN LA COMISIÓN DE DELITOS,COLOMBIA,"16 PAZ, JUSTICIA E INSTITUCIONES SÓLIDAS",,SECTOR PÚBLICO,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),REGISTRO ADMINISTRATIVO,"Llevar estadísticas sobre el comportamiento delictivo de los adolescentes, delitos de mayor reincidencia que ingresan al sistema de responsabilidad penal para adolescentes",,,,número Adolescentes*Sexo*Edad*Municipio de procedencia*Delito*Actuaciones,número de Adolescentes entre 14 y 17 años que reinciden al Sistema de responsabilidad penal adolescente,Nacional*Regional*Departamental*Municipal,SI,PDF,http://www.icbf.gov.co/portal/page/portal/Observatorio1/Boletines/2015/delincuencia_juvenil_web.pdf,29/09/2016,Mensual,2015,,"Departamentoa Administrativo Nacional de Estadística -DANE - ICBF - Instituto Colombiano de Medicina Legal * Ministerio de Educación Nacional * Ministerio de Salud y Protección social * Policia Nacional * Unidad para la Atención y Reparación Integral a las Victimas * Registraduría Nacional del Estado Civil
 comunidad académica y científica * sociedad civil.",,http://www.icbf.gov.co
ESTADÍSTICAS DE ASPIRANTES A DOCTORES APOYADOS POR COLCIENCIAS,COLOMBIA,4 EDUCACIÓN DE CALIDAD,,SECTOR PÚBLICO,"DEPARTAMENTO ADMINISTRATIVO DE CIENCIA, TECNOLOGÍA E INNOVACIÓN (COLCIENCIAS)",REGISTRO ADMINISTRATIVO,Contar con la información de las personas que participan en las convocatorias de Colciencias para apoyos de formación avanzada en doctorados nacionales y en el exterior,,,,Nombre completo*Género*Fecha de nacimiento*Institución de estudios*Programa doctoral*Área de conocimiento en CT+i de COLCIENCIAS*Nivel de formación al aplicar a la convocatoria*Título de tesis*Línea de investigación*Fecha de inicio y finalización del programa*Duración en semestres*departamento de residencia*País de estudios de doctorado*Programa nacional de Ciencia*tecnología e innovación*Departamento de origen del participante*departamento de la institución que avala los estudios*estado(aceptado o no aceptado),Alecol 2009-2012*Beneficiarios de becas doctorado nacional/exterior por Pacte por entidad territorial 2012*Beneficiarios doctorados nacional convocatoria 2012*Beneficiarios doctorados exterior convocatoria 2012*Beneficiarios doctorados exterior Colciencias-Colfuturo 2012*Beneficiarios maestría exterior Colciencias-Colfuturo 2012*Beneficiarios becas doctorados Colciencias 2012 por departamento y Pacte*Beneficiarios becas maestrías Colciencias-Colfuturo 2012 por departamento y Pacte*Becas doctorados Colciencias por Región regalías y entidad territorial 2009-2012*Becas convocatoria Colciencias exterior * Colciencias-Colfuturo doctorados y maestrías por país de destino 2011-2012*Beneficiarios becas doctorados * cobertura y variación 2009-2012*Colciencias*Fulbrigh La información va a 2014,Nacional*Departamental*Municipal,SI,PDF*XLS,http://www.colciencias.gov.co/sites/default/files/boletin2016/files/assets/common/downloads/publication.pdf,29/09/2016,Anual,2015,,Internos (otros funcionarios de la institución) * Universidades * Institutos de investigación * organismos multilaterales * DNP * investigadores * demás actores del Sistema,,http://www.colciencias.gov.co/
ESTADÍSTICAS DE BENEFICIARIOS DE LA RED DE SEGURIDAD ALIMENTARIA (RESA),COLOMBIA,2 HAMBRE CERO,,SECTOR PÚBLICO,DEPARTAMENTO ADMINISTRATIVO PARA LA PROSPERIDAD SOCIAL (DPS),REGISTRO ADMINISTRATIVO,Contar con la caracterización poblacional de los usuarios del programa Red de Seguridad Alimentaria.,,,,Departamento*Municipio*Numero convenio*Código proyecto*Líneas de intervención*Inversión DPS*Cofinanciación*Grupo étnico*Primer Nombre*Segundo Nombre*Primer Apellido*Segundo Apellido*Fecha de nacimiento*Genero*Tipo de documento*Número de documento*Parentesco*Familia*Dirección*Teléfono*Barrio / Vereda,número de Beneficiarios*Inversión realizada,Nacional*Regional*Departamental*Municipal,NO,,DEPARTAMENTO ADMINISTRATIVO PARA LA PROSPERIDAD SOCIAL (DPS),10/10/2016,Anual Cuatrienal Mensual,,,"*DPS
 - Sector Inclusión Social y Reconciliación (Instituto Colombiano de Bienestar Familiar * Agencia Nacional para la Superación de la Pobreza Extrema * Unidad para la Atención y Reparación Integral a las Víctimas * Centro de Memoria Historica * Unidad Administrativa Especial para la Consolidación Territorial)
 - Presidencia de la República
 - Ministerios
 - Departamentos Administrativos
 - Público en General",,http://www.dps.gov.co/Paginas/Inicio.aspx
ESTADÍSTICAS DE CALIDAD DE SERVICIO DE TRANSPORTE AÉREO DE PASAJEROS,COLOMBIA,11 CIUDADES Y COMUNIDADES SOSTENIBLES,,SECTOR PÚBLICO,AERONÁUTICA CIVIL (AEROCIVIL),REGISTRO ADMINISTRATIVO,Generar información estadística sobre la calidad del servicio transporte aéreo de pasajeros (mide quejas por deficiencias en la presentación del servicio e incumplimientos de los vuelos itinerarios,,,,Empresa*Cumplimiento*Quejas*Vuelos realizados*Vuelos programados,Total de quejas por empresa*Nivel de cumplimiento por empresa,Nacional*Departamental*Municipal,SI,XLS,http://www.aerocivil.gov.co/AAeronautica/Estadisticas/Calidad-Servicio/Paginas/Inicio.aspx,11/08/2016,Mensual,2015,,"Empresas Aéreas
  Gremios del Sector * del turismo y de comercio exterior 
 - Medios de Comunicación
 - Usuarios internos y externos.
 - Organismos internacionales; 
 Organización de Aviación Civil Internacional(OACI)
 Asociación de Transporte Aéreo Internacional (IATA)
 Comisión Latinoamericana de Aviación Civil (CLAC)
 Comunidad Andina de Naciones (CAN)
 - Otros entes gubernamentales.",,http://www.aerocivil.gov.co/Paginas/default.aspx
ESTADÍSTICAS DE CARGA MOVILIZADA MODO FERREO,COLOMBIA,"9 INDUSTRIA, INNOVACIÓN E INFRAESTRUCTURA",,SECTOR PÚBLICO,AGENCIA NACIONAL DE INFRAESTRUCTURA (ANI),REGISTRO ADMINISTRATIVO,Generar información estadística sobre movimiento de carga por ferrocarril(medido en toneladas) en la concesiones férreas bajo la gestión de la ANI.,,,,Toneladas de carga movilizada por la red férrea*Toneladas por kilómetro movilizadas*Número de trenes cargados*Número de trenes vacíos*Kilómetros recorridos,Total toneladas transportada mes y año*variación de toneladas transportadas,Nacional*Departamental,SI,PDF,http://ani.gov.co/sites/default/files/desafios-del-transporte-ferroviario-de-carga-en-colombia.pdf,31/08/2016,Anual Mensual Trimestral,abr.-16,,"* Usuarios Internos * 
 *Departamento Nacional de Planeacion (DNP)
  *Ministerio de Transporte
 *Vicepresidencia de la Republica
 *Superintendencia de Puertos y Transporte 
 *Público en general",,http://ani.gov.co/
ESTADÍSTICAS DE CEMENTO GRIS (ECG),COLOMBIA,"9 INDUSTRIA, INNOVACIÓN E INFRAESTRUCTURA",,SECTOR PÚBLICO,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADÍSTICA (DANE),CENSO,"Proporcionar información mensual sobre la evolución de la producción y despachos nacionales de cemento gris, mediante variables como producción de cemento, despachos nacionales según canal de distribución, tipo de empaque y departamentos",,,,Producción total de período (cantidad en tm)*despachos nacionales (cantidad)*tipo de empaque*canales de distribución* departamentos,Variación anual de la producción y los despachos nacionales de cemento gris*despachos de cemento gris según canales de distribución según tipo de empaque y variación por departamentos y nacional,Nacional*Departamental*Municipal,SI,XLS,http://www.dane.gov.co/files/investigaciones/boletines/cemento_gris/Anexos_ECG_jun16.xls,22/08/2016,Mensual,jun.-16,,Ministerios * Gremios * Departamentos Administrativos * Usuarios en general * Departamento Nacional de Planeación - DNP * Gobernaciones y alcaldías * Bancos * Universidades y Centros de Investigación * Medios de Comunicación,,http://www.aunap.gov.co/
ESTADÍSTICAS DE CENTROS DE INSTRUCCIÓN AERONAUTICA,COLOMBIA,4 EDUCACIÓN DE CALIDAD,,SECTOR PÚBLICO,AERONÁUTICA CIVIL (AEROCIVIL),REGISTRO ADMINISTRATIVO,Presentar información estadística en relación con el número de alumnos y egresados de aquellos programas que conduzcan a la obtención y/o modificación de licencia aeronáutica.,,,,Alumnos*Programa académico,número de alumnos matriculados y egresados por Centro de Instrucción y programa académico,Municipal,SI,XLS,http://www.aerocivil.gov.co/AAeronautica/Estadisticas/Estadisticas-Operacionales/Centros-Instruccion/Paginas/Inicio.aspx,11/08/2016,Semestral,2015,,"-Centros de Instrucción
  - Medios de Comunicación
 - Usuarios internos y externos.
 - Otros entes gubernamentales.",,http://www.aerocivil.gov.co/Paginas/default.aspx
