DATOS,PAÍS,ODS,INDICADOR ODS,TIPO DE FUENTE,FUENTE,MÉTODO DE RECOLECCIÓN,OBJETIVO DE LOS DATOS,LEGISLACIÓN RECOLECCIÓN,LEGISLACIÓN CONFIDENCIALIDAD,LEGISLACIÓN RESTRICCIÓN A LA COMERCIALIZACIÓN,VARIABLES,INFORMACIÓN GENERADA,DESAGREGACIÓN GEOGRÁFICA,DISPONIBLE EN LÍNEA,FORMATO,DISPONIBLE EN,FECHA DE CONSULTA,PERIODICIDAD DE DIFUSIÓN,ÚLTIMA PUBLICACIÓN,CATEGORIAS USUARIOS,USUARIOS DE LA INFORMACIÓN,"CONSULTADO EN 
",OBSERVACIONES
INDICE DE COBERTURA ELÉCTRICA 2009 A 2015,COSTA RICA,11 CIUDADES Y COMUNIDADES SOSTENIBLES,,SECTOR PÚBLICO,INSTITUTO COSTARRICENSE DE ELECTRICIDAD (ICE),REGISTRO ADMINISTRATIVO,Informar la cobertura eléctrica a nivel de provincia y regional,,,,Año * Provincia * Área * Población * Vivienda * Acceso a electricidad * Empresa Distribuidora * Región socioeconómica,"Índice de cobertura eléctrica, según provincia * Índice de cobertura eléctrica según empresa distribuidora * Índice de cobertura por empresa distribuidora * Índice de cobertura eléctrica según región socioeconómica MIDEPLAN * Índice de cobertura eléctrica por año",NACIONAL * REGIÓN * PROVINCIA,NO,NA,INSTITUTO COSTARRICENSE DE ELECTRICIDAD (ICE),31/08/2016,ANUAL,oct.-15,,,https://www.grupoice.com/wps/portal/ICE/AcercadelGrupoICE/Gobierno%20corporativo/Informes/!ut/p/z1/04_Sj9CPykssy0xPLMnMz0vMAfIjo8zizQMtHA093A183M09nA0cfUPMHA3NXY0MA0z0w_Ep8PUy1Y8iRr8BDuBoQJx-PAqi8Bsfrh-FaoWFb7CxgaOhpY97iIWJobuhIQEFjkboCrCEASFXFOSGhkYYZHqmOyoqAgAH65mm/dz/d5/L2dBISEvZ0FBIS9nQSEh/,
ARCHIVO HISTÓRICO DE ESTADÍSTICAS PESQUERAS 1990 A 2014,COSTA RICA,12 PRODUCCIÓN Y CONSUMO RESPONSABLES,,SECTOR PÚBLICO,INSTITUTO COSTARRICENSE DE PESCA Y ACUICULTURA (INCOPESCA),REGISTRO ADMINISTRATIVO,Suministrar información estadística del sector pesquero,,,,Mes * Concepto * Región * Flota artesanal * Flota industrial,"Pesca total según clasificación comercial por meses * Pesca total según clasificación comercial por meses * Precio promedio pagado al pescador en el muelle, según grupos comerciales por meses * Precio pagado al pescador en el muelle según grupos comerciales",NACIONAL * REGIÓN,SI,HTML,https://www.incopesca.go.cr/publicaciones/estadiscticas/historico/2014.html,31/08/2016,ANUAL,jul.-05,,,https://www.incopesca.go.cr/publicaciones/estadisticas.html,PARA EXTRACCIÓN
ARCHIVO HISTÓRICO DE ESTADÍSTICAS PESQUERAS 1990 A 2014,COSTA RICA,14 VIDA SUBMARINA,,SECTOR PÚBLICO,INSTITUTO COSTARRICENSE DE PESCA Y ACUICULTURA (INCOPESCA),REGISTRO ADMINISTRATIVO,Suministrar información estadística del sector pesquero,,,,Mes * Concepto * Región * Flota artesanal * Flota industrial,"Pesca total según clasificación comercial por meses * Pesca total según clasificación comercial por meses * Precio promedio pagado al pescador en el muelle, según grupos comerciales por meses * Precio pagado al pescador en el muelle según grupos comerciales",NACIONAL * REGIÓN,SI,HTML,https://www.incopesca.go.cr/publicaciones/estadiscticas/historico/2014.html,31/08/2016,ANUAL,jul.-05,,,https://www.incopesca.go.cr/publicaciones/estadisticas.html,PARA EXTRACCIÓN
INFORMACIÓN CENTROS DE ACOPIO DE PRODUCTOS MARINOS,COSTA RICA,12 PRODUCCIÓN Y CONSUMO RESPONSABLES,,SECTOR PÚBLICO,INSTITUTO COSTARRICENSE DE PESCA Y ACUICULTURA (INCOPESCA),REGISTRO ADMINISTRATIVO,Suministrar información estadística de los centros de acopio de productos marinos,,,,Nombre * Contacto * Teléfono * Dirección * Servicios * Estado * E-mail * Longitud * Latitud * Altura,"Información de los centros de acopio de productos marinos, Región Pacífico Central, 2012. Proyección CRTM05, Datum WGS84.",COORDENADAS EXACTAS,SI,HTML,https://www.incopesca.go.cr/publicaciones/estadisticas.html,31/08/2016,ANUAL,2015,,,https://www.incopesca.go.cr/publicaciones/estadisticas.html,PARA EXTRACCIÓN
INFORMACIÓN CENTROS DE ACOPIO DE PRODUCTOS MARINOS,COSTA RICA,14 VIDA SUBMARINA,,SECTOR PÚBLICO,INSTITUTO COSTARRICENSE DE PESCA Y ACUICULTURA (INCOPESCA),REGISTRO ADMINISTRATIVO,Suministrar información estadística de los centros de acopio de productos marinos,,,,Nombre * Contacto * Teléfono * Dirección * Servicios * Estado * E-mail * Longitud * Latitud * Altura,"Información de los centros de acopio de productos marinos, Región Pacífico Central, 2012. Proyección CRTM05, Datum WGS84.",COORDENADAS EXACTAS,SI,HTML,https://www.incopesca.go.cr/publicaciones/estadisticas.html,31/08/2016,ANUAL,2015,,,https://www.incopesca.go.cr/publicaciones/estadisticas.html,PARA EXTRACCIÓN
CENTROS DE ACOPIO MARINOS,COSTA RICA,12 PRODUCCIÓN Y CONSUMO RESPONSABLES,,SECTOR PÚBLICO,INSTITUTO COSTARRICENSE DE PESCA Y ACUICULTURA (INCOPESCA),REGISTRO ADMINISTRATIVO,"Presentar mapa de los centros de acopio de productos marinos, Región Pacífico Central, 2012",,,,Centro de acopio,Mapa con representación de los centros de acopio marinos costa rica,NACIONAL * REGIÓN,SI,JPG,https://www.incopesca.go.cr/publicaciones/estadiscticas/centros_acopio/Centro%20de%20acopio%201.jpg,31/08/2016,NO ESTABLECIDO,2012,,,https://www.incopesca.go.cr/publicaciones/estadisticas.html,PARA EXTRACCIÓN
SERIE HIStÓRICA TRÁNSITO PUERTOS 2000 A 2015,COSTA RICA,17 ALIANZAS PARA LOGRAR LOS OBJETIVOS,,SECTOR PÚBLICO,INSTITUTO COSTARRICENSE DE PUERTOS DEL PACÍFICO (INCOP),REGISTRO ADMINISTRATIVO,"Suministrar información histórica desde el año 2000 a 2015 de los servicios portuarios como: servicios de carga, descarga de mercaderías y manipulación de carga, así, como servicio a las naves en torno a la actividad portuaria.",,,,Año * Importación * Exportación * Toneladas * Número de barcos * Puertos * Buques * Pasajeros * Mes * Contenedores,"Serie Histórica de movimiento de carga por puerto * Número de buques atendidos por puerto * Arribo de buques de pasajeros, por puerto * Número de buques y pasajeros embarcados y desembarcados y en tránsito, por puerto * Contenedores movilizados puerto caldera * Clase de mercadería importada * Clase de mercadería exportada * Clase de mercadería embarcada y desembarcada por puerto * Serie histórica de movimiento de carga",NACIONAL,SI,XLSX,http://www.incop.go.cr/formato_tradicional.php?p=129,03/08/2016,NO ESTABLECIDO,NO INDICA,,,http://www.incop.go.cr/formato_tradicional.php?p=129,
SISTEMA DE ESTADÍSTICAS INSTITUTO COSTARRICENSE DE PUERTOS DEL PACÍFICO (INCOP),COSTA RICA,17 ALIANZAS PARA LOGRAR LOS OBJETIVOS,,SECTOR PÚBLICO,INSTITUTO COSTARRICENSE DE PUERTOS DEL PACÍFICO (INCOP),REGISTRO ADMINISTRATIVO,"Sistema dinámico en línea para siuministrar información de los servicios portuarios tales como: servicios de carga por puerto, descarga de mercaderías y manipulación de carga, importaciones y exportaciones, así, como servicio a las naves en torno a la actividad portuaria.",,,,País * Mes * Año * Puerto * Exportación * Importación * Muelle * Tipo de manipulación * Buques * Toneladas * Contenedores * Cantidad * Dimensión *Furgones * Puerto * Pasajeros,"Cartera reportes * Movimiento de carga por país y puerto * Istmo Centroamericano, movimiento de buques * Número de buques atendidos * Carga movilizada por tipo de movilización * Carga movilizada por tipo de manipulación * Movimiento de contenedores y furgones * Movimiento de embarcaciones turísticas * Estadísticas de contenedores caldera * General por puerto * Importaciones - Exportaciones * Acumulado general pasajeros * Detalle de buques * Detalle de buques por fechas",NACIONAL,SI,HTML,http://www.incop.go.cr/Estadisticas.Web/Default.aspx,03/09/2016,NO ESTABLECIDO,NO INDICA,,,http://www.incop.go.cr/Estadisticas.Web/Default.aspx,PARA EXTRACCIÓN
"ENCUESTA MARÍTIMA DE CRUCEROS, PUERTOS MARÍTIMOS PUNTARENAS Y LIMÓN",COSTA RICA,8 TRABAJO DECENTE Y CRECIMIENTO ECONÓMICO,,SECTOR PÚBLICO,INSTITUTO COSTARRICENSE DE TURISMO (ICT),ENCUESTA POR MUESTREO,Conocer el perfil del excursionista que visita Costa Rica por medio de Cruceros. Obtener información adicional de algunas características del excursionista que sea de interés de otros departamentos del ICT,,,,Número de visitas a Costa Rica * Acompañante * Visita a otros lugares * Permanencia fuera del puerto * Aspectos que más disfruta de la visita * Aspectos que menos disfrutó de la visita * Evaluación de servicios * Satisfacción en la experiencia de viaje * Gasto medio,Gasto medio por persona en US$ de turistas no residentes 2009 a 2015 * Visitas Residentes y No Residentes a Áreas Silvestres Protegidas * Principales actividades realizadas,NACIONAL,SI,PDF,http://www.ict.go.cr/es/documentos-institucionales/estad%C3%ADsticas/encuestas/cruceros-puertos-mar%C3%ADtimos/temporadas/545-2014-2015/file.html,03/09/2016,SEMESTRAL,2016,,,http://www.ict.go.cr/es/estadisticas/encuestas.html,PARA EXTRACCIÓN
"ENCUESTA AÉREA DE RESIDENTES, AEROPUERTO INTERNACIONAL JUAN SANTAMARÍA",COSTA RICA,8 TRABAJO DECENTE Y CRECIMIENTO ECONÓMICO,,SECTOR PÚBLICO,INSTITUTO COSTARRICENSE DE TURISMO (ICT),ENCUESTA POR MUESTREO,Conocer las características generales del viaje que realizaron las personas Residentes en Costa Rica y que ingresaron por el Aeropuerto Internacional Juan Santamaría. Obtener información adicional que permita satisfacer la demanda de otros departamentos del ICT,,,,Motivo de viaje * Modalidad del viaje * Acompañante * Noches que durmió fuera de Costa Rica * Gasto medio * Países visitados *,Gasto medio por persona y estadía y estadía media en Costa Rica turistas no residentes que ingresaron por vía aérea 2006-2015 * Actividades realizadas por turistas que ingresaron vía aérea * Visitas Residentes y No Residentes a Áreas Silvestres Protegidas,NACIONAL,SI,PDF,http://www.ict.go.cr/es/documentos-institucionales/estad%C3%ADsticas/encuestas/aeropuertos/residentes-2/2010-8/535-i-semestre-2010-juan-santamaria/file.html,03/09/2016,SEMESTRAL,2016,,,http://www.ict.go.cr/es/estadisticas/encuestas.html,PARA EXTRACCIÓN
INFORME ESTADÍSTICO SEMESTRAL INSTITUTO COSTARRICENSE DE TURISMO (ICT),COSTA RICA,8 TRABAJO DECENTE Y CRECIMIENTO ECONÓMICO,,SECTOR PÚBLICO,INSTITUTO COSTARRICENSE DE TURISMO (ICT),,"Datos estadísticos por semestre sobre llegadas internacionales, se pueden apreciar variaciones y comparaciones gráficas de los semestres con respecto al año anterior.",,,,Mes * Pais * Zona * Año,"Llegadas internacionales a Costa Rica, según zonas y paises por mes * Llegadas internacionales a Costa Rica, vía aérea según zonas , paises por mes * Llegadas internacionales a aeropuertos Juan Santamaría y Daniel Oduber",NACIONAL,NO,NA,INSTITUTO COSTARRICENSE DE TURISMO (ICT),03/09/2016,SEMESTRAL,2016,,,http://www.ict.go.cr/es/estadisticas/informes-estadisticos.html,
"CUADROS Y GRÁFICAS DE MUESTRAS ANALIZADAS Y PORCENTAJE DE RESULTADOS POSITIVOS PARA CHIKUNGUNYA, DENGUE, LEPTOSPIRA, INFLUENCIA VIRUS RESPIRATORIOS Y MALFORMACIONES CONGÉNITAS.",COSTA RICA,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,INSTITUTO COSTARRICENSE E INVESTIGACIÓN Y ENSEÑANZA EN NUTRICIÓN Y SALUD (INCIENSA),REGISTRO ADMINISTRATIVO,"Presentar datos almacenados en el sistema de información científico (SIC) del INCIENCIA, resultados de las muestras analizadas y resultados positivos de enfermedades epidemiológica.
  y virales, empleando datos desde 2002 a la fecha que el sistema de laboratorios SILAB actualiza diariamente.",,,,Área de salud * N° de muestras acumuladas * Sexo * Edad * Región * Unidades * Sitios,"Muestras analizadas y porcentaje de resultados positivos para chikungunya, dengue, leptospira, Influenza PCR, Virus respiratorios y malformaciones congénitas, según establecimiento de salud de la CCSS, Costa Rica , según sexo, según edad, según región",NACIONAL * REGIÓN,SI,HTML,http://www.inciensa.sa.cr/estadisticas/seriesgraficas.aspx,03/09/2016,PERMANENTE,2016,,,http://www.inciensa.sa.cr/vigilancia_epidemiologica/estadisticas.aspx,PARA EXTRACCIÓN
CONTROL DE LA OFERTA DE DROGAS - ESTADÍSTICAS 1990- 2015,COSTA RICA,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,INSTITUTO COSTARRICENSE SOBRE DROGAS (ICD),REGISTRO ADMINISTRATIVO,"Emitir las estadísticas oficiales circundantes al fenómeno de las drogas y sus delitos conexos tal como lo establece la ley 8204 de la República de Costa Rica. Como parte de sus responsabilidades asignadas funge el rol de Observatorio Costarricense sobre Drogas, brindando seguimiento a las estadísticas relacionadas al control de la oferta y demanda de drogas, las actividades de prevención así como del tratamiento y rehabilitación que engloban el flagelo de las drogas.",,,,Año * Cantidad * Tipo de droga * Área cultivo,Armas de fuego decomisadas vinculadas al narcotráfico 2008-2014 * Cantidad de droga decomisada según año por tipo de droga 1990-2015 * Número de casos de Operaciones Sospechosas reportados por la Unidad de Inteligencia Financiera del ICD al Ministerio Público 2007-2015 * Áreas de cultivo de Cannabis destruidas 2004-2015,NACIONAL,SI,XLSX,http://www.icd.go.cr/portalicd/index.php/uid-observatorio/est-uied/control-oferta,04/09/2016,NO ESTABLECIDO,2016,,,http://www.icd.go.cr/portalicd/index.php/uid-observatorio/est-uied/control-oferta,
REDUCCIÓN DE LA DEMANDA DE DROGAS - ESTADÍSTICAS 1990-2015,COSTA RICA,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,INSTITUTO COSTARRICENSE SOBRE DROGAS (ICD),ENCUESTA POR MUESTREO,La evolución de los datos de consumo permiten mostrar cómo ha sido el comportamiento del fenómeno de las drogas en el país a través de los años.,,,,Riesgo * Sexo * Edad * Grupo de edad * Sustancia principal consumida * Tipo de establecimiento * Año * Estudiantes * Nivel educativo * Tipo de droga *,"Encuesta Nacional sobre Consumo de Drogas en Población General en Costa Rica. Año 2010- Percepción de gran riesgo de : Por sexo y total porcentajes * Tratamiento: Egresos de dispositivos reconocidos por el Estado por sexo, grupo de edad, sustancia principal consumida y tipo de establecimiento 2009 a 2014 (números absolutos) * Resultados de la Encuesta Nacional sobre Consumo de Drogas en la Población de Educación Secundaria en Costa Rica. Año 2012 Diseño Muestral * Prevalencia estimada de consumo de drogas por la población general de 12 a 70 años, según tipo de droga por año de realización de la encuesta respectiva 1990, 1995, 2001, 2006 y 2010 (Valores porcentuales)",NACIONAL,SI,XLSX,http://www.icd.go.cr/portalicd/index.php/uid-observatorio/est-uied/reduccion-demanda-uid,04/09/2016,NO ESTABLECIDO,2016,,,http://www.icd.go.cr/portalicd/index.php/uid-observatorio/est-uied/reduccion-demanda-uid,
ENCUESTA NACIONAL DE NUTRICIÓN 2008 - 2009,COSTA RICA,2 HAMBRE CERO,,SECTOR PÚBLICO,INSTITUTO COSTARRICENSE SOBRE DROGAS (ICD),ENCUESTA POR MUESTREO,"Disponer de información actualizada, veraz y oportuna sobre la situación nutricional de la población costarricense, con el propósito de orientar políticas, planes y programas relacionados con el campo de la salud.",,,,Sexo * Edad * Ocupación * Escolaridad * Zona de Residencia * Educación * Zona de residencia * Peso,Características sociodemográficas de la población * Resultados sobre riesgos padecer TCA * Consumo de medicamentos Anorexígenos * Consumo frecuente de laxantes y diuréticos así como suplementos nutritivos * Relación entre trastornos de la conducta alimentaria son sobrepeso y obesidad,NACIONAL,SI,PDF,http://www.icd.go.cr/portalicd/images/docs/uid/investigaciones/Trastornos%20de%20la%20Conducta%20Alimentaria_ENN_2008.pdf,04/09/2016,NO ESTABLECIDO,2013,,,http://www.icd.go.cr/portalicd/index.php/public-uied/investigaciones-uid,PARA EXTRACCIÓN
"ENCUESTA NACIONAL SOBRE EL TRÁFICO DE DROGAS EN EDUCACIÓN SECUNDARIA-PREVENCIÓN DEL DELITO JUNIO, 2015",COSTA RICA,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,INSTITUTO COSTARRICENSE SOBRE DROGAS (ICD),ENCUESTA POR MUESTREO,"Determinar la percepción del estudiantado y personal docente y administrativo en colegios públicos y privados a nivel nacional, sobre el tráfico de drogas en el centro educativo y en la comunidad donde se ubica el mismo.",,,,Docentes * Estudiantes * Sospechosos de tráfico de drogas * Muy difícil * Problemática asociada a las drogas * De acuerdo * Desacuerdo,"Percepción del docente respecto a tráfico de drogas * Percepción del docente a la necesidad de denunciar sospecha de tráfico de drogas * Percepción sobre quiénes se encuentran involucrados en el tráfico de drogas en la comunidad donde se ubica el colegio. Encuesta Nacional. ICD. 2015 * Porcentaje del personal docente y administrativo que informaron sobre la accesibilidad a las drogas en colegio, según sexo * 5: Porcentaje de la población encuestada que informa sobre quiénes se encuentran involucrados en el tráfico de drogas en el colegio * Conocimiento sobre las problemáticas existentes en el colegio asociadas a las drogas * Conocimiento sobre el desarrollo de programas preventivos en el colegio * Opinión del personal docente y administrativo acerca del tráfico de drogas",NACIONAL,SI,PDF,http://www.icd.go.cr/portalicd/images/docs/uid/investigaciones/Encuesta_Trfico_colegios2015_Prevencin.pdf,04/09/2016,NO ESTABLECIDO,2015,,,http://www.icd.go.cr/portalicd/index.php/public-uied/investigaciones-uid,PARA EXTRACCIÓN
FINCAS COMPRADAS POR INDER AÑO 2010 - 2013,COSTA RICA,11 CIUDADES Y COMUNIDADES SOSTENIBLES,,SECTOR PÚBLICO,INSTITUTO DE DESARROLLO RURAL (INDER),REGISTRO ADMINISTRATIVO,Presentar la información correspondiente a las fincas compradas para el desarrollo de las acciones y programas de acuerdo con los objetivos del l Instituto de desarrollo rural (INDER),,,,Nombre * Provincia * Cantón * Región * Área * Oficina * Precio,"Relación de fincas compradas por el INDER, por año, desde 2010 hasta 2013",NACIONAL * PROVINCIA * CANTÓN * REGIÓN,SI,PDF,https://www.inder.go.cr/acerca_del_inder/transparencia/FincasComprasAdminChinchilla.pdf,04/09/2016,ANUAL,2014,,,https://www.inder.go.cr/acerca_del_inder/transparencia/,PARA EXTRACCIÓN
IV CENSO NACIONAL COOPERATIVO 2012-ESTADO DEL COOPERATIVISMO EN COSTA RICA,COSTA RICA,11 CIUDADES Y COMUNIDADES SOSTENIBLES,,SECTOR PÚBLICO,INSTITUTO NACIONAL DE FOMENTO COOPERATIVO (INFOCOOP),CENSO,"Contar con información confiable sobre los aspectos económicos, financieros, sociales, productivos y administrativos que caracterizan a las cooperativas, así como determinar su contribución a la sociedad costarricense",,,,Actividad económica * Características acividad económica * Colaboradores por área y por sexo * Tema capacitación * Área temática * Equipos * Servicios brindados * Características importaciones * Ventas a cooperativas * Proyectos ambientales,"Principal actividad económica de las cooperativas, grandes sectores * Otros aspectos de la actividad económica de las cooperativas * Distribución por sexo de las y los colaboradores en las cooperativas * Principales temas tratados en las actividades de capacitación y grupos a los que se dirigieron esas actividades año 2011 * Áreas en las que las cooperativas requieren capacitación o asesoría y asistencia técnica * Tenencia de equipos y servicios * Aspectos relacionados con los servicios brindados por las cooperativas a las comunidades 2011",NACIONAL,NO,NA,INSTITUTO NACIONAL DE FOMENTO COOPERATIVO (INFOCOOP),04/09/2016,CUATRO ANUAL,2012,,,http://www.infocoop.go.cr/cooperativismo/estadisticas.html,
